marker,chr,pos,lod
c18.loc17,18,19.2,0.25782579889318
c18.loc18,18,20.2,0.206099394674482
c18.loc19,18,21.2,0.157249289954677
c18.loc20,18,22.2,0.113518720280297
c18.loc21,18,23.2,0.0765806482886546
c18.loc22,18,24.2,0.0472998208030617
c18.loc23,18,25.2,0.0257499924245508
c18.loc24,18,26.2,0.0113542974131065
D18Mit50,18,26.2000000002,0.0113542974112306
c18.loc25,18,27.2,0.00652503408849725
c18.loc26,18,28.2,0.0028736626504724
c18.loc27,18,29.2,0.000635740152176822
c18.loc28,18,30.2,0.0000146152328852622
c18.loc29,18,31.2,0.00110659200379359
c18.loc30,18,32.2,0.00396765524158127
c18.loc31,18,33.2,0.00849492261164642
c18.loc32,18,34.2,0.0145294553627195
c18.loc33,18,35.2,0.0218370256091589
c18.loc34,18,36.2,0.0301120976894254
c18.loc35,18,37.2,0.0390569595846841
D18Mit4,18,37.2000000003,0.0390569595876968
D19Mit59,19,0,0.787060347148838
c19.loc1,19,1,0.760788548134315
c19.loc2,19,2,0.732142384291706
c19.loc3,19,3,0.701189809948005
c19.loc4,19,4,0.668052507756897
c19.loc5,19,5,0.632915211825207
c19.loc6,19,6,0.596012264391732
c19.loc7,19,7,0.55765078288772
c19.loc8,19,8,0.518194708066972
c19.loc9,19,9,0.478061129681919
c19.loc10,19,10,0.437701955878651
c19.loc11,19,11,0.39761542894621
c19.loc12,19,12,0.358280893849269
c19.loc13,19,13,0.32016556033949
c19.loc14,19,14,0.283693531133565
c19.loc15,19,15,0.249225473152649
c19.loc16,19,16,0.217041136808518
c19.loc17,19,17,0.187345456171727
D19Mit40,19,17.5000000001,0.17346683553825
c19.loc18,19,18,0.181104170258095
c19.loc19,19,19,0.196719647655016
c19.loc20,19,20,0.212601540561366
c19.loc21,19,21,0.228470728682169
c19.loc22,19,22,0.244028617888262
c19.loc23,19,23,0.258958396836476
c19.loc24,19,24,0.272947405671516
c19.loc25,19,25,0.285706974480377
c19.loc26,19,26,0.296990523890656
c19.loc27,19,27,0.306607927526102
c19.loc28,19,28,0.314434800708455
c19.loc29,19,29,0.320416120816276
c19.loc30,19,30,0.324564278522018
c19.loc31,19,31,0.326952252769217
c19.loc32,19,32,0.327700274827066
D19Mit53,19,32.8000000002,0.32723072028466
c19.loc33,19,33,0.329512674798195
c19.loc34,19,34,0.34086346186092
c19.loc35,19,35,0.352036811577591
c19.loc36,19,36,0.362896079185248
c19.loc37,19,37,0.373310944810441
c19.loc38,19,38,0.383143614155358
c19.loc39,19,39,0.392256949189516
c19.loc40,19,40,0.400529729241782
c19.loc41,19,41,0.407822254941664
c19.loc42,19,42,0.41403437337641
c19.loc43,19,43,0.419076855378592
c19.loc44,19,44,0.422882128791002
c19.loc45,19,45,0.425406610597179
c19.loc46,19,46,0.426632025690878
c19.loc47,19,47,0.426565672691993
c19.loc48,19,48,0.425239652227503
c19.loc49,19,49,0.42270912262876
c19.loc50,19,50,0.419043259675789
c19.loc51,19,51,0.414350106233599
c19.loc52,19,52,0.408726230356194
c19.loc53,19,53,0.40228693063699
c19.loc54,19,54,0.395152678088039
c19.loc55,19,55,0.387442298599922
D19Mit137,19,55.7000000003,0.381771347553581
DXMit55,X,1.1,0.002070263499661
cX.loc1,X,2.1,0.00607617758282686
cX.loc2,X,3.1,0.0124030933675954
cX.loc3,X,4.1,0.0212311098945861
cX.loc4,X,5.1,0.0326830291473925
cX.loc5,X,6.1,0.0468454571682742
cX.loc6,X,7.1,0.0637427667300017
cX.loc7,X,8.1,0.083345162839862
cX.loc8,X,9.1,0.10552296832725
cX.loc9,X,10.1,0.130103655947778
cX.loc10,X,11.1,0.156845669537518
cX.loc11,X,12.1,0.185456712353243
cX.loc12,X,13.1,0.21560772685757
cX.loc13,X,14.1,0.246948257457859
cX.loc14,X,15.1,0.279121561819068
cX.loc15,X,16.1,0.311778147577513
cX.loc16,X,17.1,0.344586880554743
cX.loc17,X,18.1,0.377243297311395
cX.loc18,X,19.1,0.409475156602923
cX.loc19,X,20.1,0.441042373603068
DXMit22,X,20.8000000001,0.462640613049302
cX.loc20,X,21.1,0.48252682018159
cX.loc21,X,22.1,0.549487478364142
cX.loc22,X,23.1,0.614074139642071
cX.loc23,X,24.1,0.671321837583093
cX.loc24,X,25.1,0.716466230303183
cX.loc25,X,26.1,0.745770275068878
cX.loc26,X,27.1,0.757110648308526
cX.loc27,X,28.1,0.750334765568141
cX.loc28,X,29.1,0.727422215955073
DXMit16,X,29.5000000002,0.714562619235494
cX.loc29,X,30.1,0.743276232091205
cX.loc30,X,31.1,0.790284849079853
cX.loc31,X,32.1,0.835108709871804
cX.loc32,X,33.1,0.876435190572408
cX.loc33,X,34.1,0.913055771146844
cX.loc34,X,35.1,0.94394607466154
cX.loc35,X,36.1,0.968325656471563
cX.loc36,X,37.1,0.985685729457941
cX.loc37,X,38.1,0.995794517697391
cX.loc38,X,39.1,0.998688387983009
cX.loc39,X,40.1,0.994653720508438
cX.loc40,X,41.1,0.984200703419049
cX.loc41,X,42.1,0.96802571912059
cX.loc42,X,43.1,0.946975444282543
DXMit130,X,43.7000000003,0.932386945492397
